parcel_ref,bienes_superficie,bienes_sin_v,bienes_fantasma,m2_recuperados,m2_fantasma
4893126VK4749D,1,0,0,6,0
4893131VK4749D,1,0,0,6,0
4893134VK4749D,1,0,0,6,0
4893136VK4749D,1,0,0,6,0
4592106VK4749B,1,0,0,4,0
4592112VK4749B,1,0,0,13,0
5289210VK4758G,1,0,0,22,0
5289309VK4758G,1,0,0,157,0
4394113VK4749C,1,0,0,39,0
4990813VK4749B,1,0,0,16,0
5198313VK4759G,1,0,0,34,0
4799623VK4749H,1,0,0,22,0
4200058VK4840C,1,0,0,35,0
4901513VK4840B,1,0,0,7,0
4901503VK4840B,1,0,0,2,0
3900901VK4830B,1,0,0,19,0
4200040VK4840C,1,0,0,26,0
4200026VK4840C,1,0,0,18,0
3999511VK4739H,1,0,0,16,0
4801710VK4840B,1,0,0,29,0
4802115VK4840B,1,0,0,2,0
4802128VK4840B,1,0,0,2,0
5001111VK4850A,1,0,0,15,0
5002111VK4850A,1,0,0,17,0
5608025VK4850H,1,0,0,45,0
5002113VK4850A,1,0,0,10,0
4800202VK4840B,1,0,0,1,0
4900314VK4840B,1,0,0,2,0
4110903VK4841A,1,0,0,79,0
3908407VK4830H,1,0,0,7,0
3804207VK4830D,1,0,0,19,0
3804601VK4830D,1,0,0,34,0
3904304VK4830D,1,0,0,17,0
3904314VK4830D,1,0,0,32,0
3904315VK4830D,1,0,0,15,0
3904316VK4830D,1,0,0,21,0
3904507VK4830D,1,0,0,18,0
4005204VK4840E,1,0,0,15,0
4005219VK4840E,1,0,0,31,0
3803923VK4830D,1,0,0,21,0
3903908VK4830D,1,0,0,19,0
3903514VK4830D,1,0,0,11,0
4103911VK4840C,1,0,0,25,0
4103915VK4840C,1,0,0,30,0
3804212VK4830D,1,0,0,2,0
3903914VK4830D,1,0,0,23,0
4103918VK4840C,1,0,0,22,0
3904308VK4830D,1,0,0,40,0
3904508VK4830D,1,0,0,20,0
6319505VK4861G,1,0,0,16,0
6319508VK4861G,1,0,0,19,0
6704902VK4860D,0,0,1,0,93
6812708VK4861B,1,0,0,52,0
6218615VK4861G,1,0,0,592,0
6317311VK4861G,1,0,0,35,0
6517122VK4861F,1,0,0,23,0
6516214VK4861F,1,0,0,16,0
6416813VK4861E,1,0,0,24,0
6516213VK4861F,1,0,0,29,0
6515504VK4861F,1,0,0,13,0
6515516VK4861F,1,0,0,8,0
6044201VK4854D,36,0,0,1261,0
6543905VK4864D,1,0,0,20,0
6515916VK4861F,1,0,0,8,0
6441903VK4864A,1,0,0,32,0
6441907VK4864A,1,0,0,52,0
6340704VK4863G,1,0,0,67,0
6340713VK4863G,1,0,0,66,0
6340712VK4863G,1,0,0,66,0
6540322VK4864B,1,0,0,50,0
6540320VK4864B,1,0,0,31,0
6909110VK4860H,1,0,0,4,0
6440312VK4864A,1,0,0,43,0
6514309VK4861D,1,0,0,6,0
6713908VK4861D,1,0,0,8,0
6713914VK4861D,1,0,0,21,0
6317815VK4861E,1,0,0,31,0
6913925VK4861D,1,0,0,90,0
6810227VK4860H,1,0,0,20,0
6810235VK4860H,1,0,0,23,0
6514302VK4861D,1,0,0,416,0
6712921VK4861B,1,0,0,6,0
6712920VK4861B,1,0,0,6,0
6615705VK4861F,1,0,0,11,0
6214625VK4861C,1,0,0,5,0
6214605VK4861C,1,0,0,5,0
6214603VK4861C,1,0,0,5,0
6810204VK4861B,1,0,0,24,0
6214618VK4861C,1,0,0,5,0
6214622VK4861C,1,0,0,5,0
6419004VK4861G,1,0,0,35,0
6315415VK4861E,1,0,0,1,0
6913813VK4861D,1,0,0,22,0
6115547VK4861E,1,0,0,1,0
6315418VK4861E,1,0,0,1,0
6220927VK4862A,1,0,0,62,0
6808722VK4860H,1,0,0,13,0
6214638VK4861C,1,0,0,17,0
6214642VK4861C,1,0,0,2,0
6214643VK4861C,1,0,0,17,0
6214647VK4861C,1,0,0,17,0
6214650VK4861C,1,0,0,17,0
7007216VK4870E,1,0,0,19,0
6218604VK4861G,1,0,0,26,0
6809429VK4861B,1,0,0,6,0
6813918VK4861D,1,0,0,39,0
6614416VK4861F,1,0,0,18,0
6614417VK4861F,1,0,0,17,0
6615709VK4861F,1,0,0,11,0
6216404VK4861E,1,0,0,51,0
6139615VK4861G,1,0,0,14,0
6129910VK4861G,1,0,0,69,0
6219107VK4861G,1,0,0,30,0
6219110VK4861G,1,0,0,30,0
6416818VK4861E,1,0,0,31,0
6416820VK4861E,1,0,0,23,0
7011121VK4871A,1,0,0,20,0
7011110VK4871A,1,0,0,16,0
6417542VK4861G,1,0,0,20,0
6812106VK4861B,1,0,0,12,0
6809714VK4860H,1,0,0,11,0
7007205VK4870E,1,0,0,3,0
7007206VK4870E,1,0,0,3,0
6216408VK4861E,1,0,0,24,0
6219303VK4861G,1,0,0,18,0
6319517VK4861G,1,0,0,15,0
6320619VK4862A,1,0,0,12,0
6320631VK4862A,1,0,0,15,0
6320614VK4862A,1,0,0,18,0
6220907VK4862A,1,0,0,7,0
6220912VK4862A,1,0,0,7,0
4732107VK4843A,1,0,0,15,0
6418916VK4861G,1,0,0,27,0
6813722VK4861D,1,0,0,16,0
6717216VK4861F,1,0,0,21,0
6717217VK4861F,1,0,0,3,0
7011128VK4871A,1,0,0,9,0
6717214VK4861F,1,0,0,11,0
0269301VK4606G,0,0,12,0,508
9466414VK3696E,0,0,10,0,272
9863802VK3696D,1,0,0,75,0
9863807VK3696D,1,0,0,160,0
9861105VK3696B,1,0,0,878,0
0366504VK4606E,1,0,0,123,0
0065213VK4606E,1,0,0,78,0
9565911VK3696F,1,0,0,39,0
9465707VK3696C,0,0,1,0,268
9566411VK3696F,1,0,0,95,0
2271913VK4626G,0,0,1,0,2164
1569903VK4616H,1,0,0,13,0
1972803VK5717B,1,0,0,87,0
0671814VK4607B,1,0,0,28,0
1180806VK4618A,1,0,0,51,0
0975610VK4607F,1,0,0,578,0
0864205VK4606D,1,0,0,324,0
8884245VK4688D,1,0,0,8,0
8884250VK4688D,1,0,0,9,0
0177639VK5607G,1,0,0,3,0
0276942VK5607E,1,0,0,2,0
0276944VK5607E,1,0,0,2,0
8683921VK4688D,1,0,0,15,0
8198811VK4689G,1,0,0,57,0
5594911VK4659D,0,0,1,0,109
0276978VK5607E,1,0,0,1,0
0276982VK5607E,1,0,0,1,0
8198803VK4689G,1,0,0,30,0
5096606VK4659E,0,0,1,0,235
8096506VK4689E,1,0,0,33,0
8884213VK4688D,1,0,0,15,0
0480421VK5608A,1,0,0,4,0
0480426VK5608A,1,0,0,24,0
0582323VK5608D,1,0,0,22,0
0582324VK5608D,1,0,0,49,0
8983926VK4688D,1,0,0,11,0
8983927VK4688D,1,0,0,33,0
9379927VK4697G,1,0,0,20,0
0077124VK5607E,1,0,0,18,0
8683943VK4688D,1,0,0,19,0
8683928VK4688D,1,0,0,19,0
8683929VK4688D,1,0,0,2,0
8683930VK4688D,1,0,0,24,0
8683933VK4688D,1,0,0,19,0
0483217VK5608C,1,0,0,32,0
9976739VK4697F,1,0,0,18,0
7685936VK4678F,1,0,0,44,0
0582339VK5608D,1,0,0,19,0
0582340VK5608D,0,1,0,0,0
0276969VK5607E,1,0,0,2,0
9278606VK4697G,1,0,0,24,0
9976718VK4697F,1,0,0,12,0
8299505VK4689G,1,0,0,5,0
0483210VK5608C,1,0,0,18,0
8288504VK4688G,1,0,0,150,0
7786209VK4678F,1,0,0,16,0
7786215VK4678F,1,0,0,11,0
0379552VK5607G,1,0,0,5,0
0177612VK5607G,1,0,0,4,0
8096113VK4689E,1,0,0,43,0
0379519VK5607G,1,0,0,5,0
0379531VK5607G,1,0,0,5,0
0379532VK5607G,1,0,0,5,0
0379537VK5607G,1,0,0,5,0
0276916VK5607E,1,0,0,20,0
0276917VK5607E,1,0,0,29,0
0276922VK5607E,1,0,0,20,0
9976734VK4697F,1,0,0,17,0
8527914VK4782H,1,0,0,16,0
8428112VK4782G,1,0,0,94,0
7929719VK4772H,1,0,0,21,0
7630902VK4773B,0,0,1,0,90
8029318VK4782G,1,0,0,23,0
3724604VK5732D,1,0,0,6,0
3724614VK5732D,1,0,0,6,0
3724627VK5732D,1,0,0,6,0
3724631VK5732D,1,0,0,6,0
3621940VK5732B,1,0,0,6,0
3621937VK5732B,1,0,0,6,0
3621908VK5732B,1,0,0,6,0
3621907VK5732B,1,0,0,6,0
3727725VK5732F,1,0,0,38,0
3727714VK5732F,1,0,0,41,0
3727710VK5732F,1,0,0,41,0
3727705VK5732F,1,0,0,41,0
3519227VK5731H,1,0,0,5,0
3519229VK5731H,1,0,0,5,0
3219605VK4731G,1,0,0,35,0
3219605VK5731G,1,0,0,9,0
3219615VK5731G,1,0,0,9,0
3219616VK5731G,1,0,0,9,0
3219619VK5731G,1,0,0,9,0
3219640VK5731G,1,0,0,9,0
2622641VK5722D,1,0,0,5,0
2622657VK5722D,1,0,0,5,0
2622664VK5722D,1,0,0,5,0
2622666VK5722D,1,0,0,5,0
2622624VK5722D,1,0,0,5,0
2622630VK5722D,1,0,0,5,0
2622635VK5722D,1,0,0,5,0
2622637VK5722D,1,0,0,5,0
2734622VK5723D,1,0,0,13,0
2622608VK5722D,1,0,0,5,0
3319905VK5731G,1,0,0,9,0
3319909VK5731G,1,0,0,9,0
3319919VK5731G,1,0,0,9,0
3319931VK5731G,1,0,0,9,0
3725515VK5732F,1,0,0,9,0
3725520VK5732F,1,0,0,9,0
3725523VK5732F,1,0,0,9,0
3725528VK5732F,1,0,0,9,0
3725532VK5732F,1,0,0,9,0
3725536VK5732F,1,0,0,9,0
3319933VK5731G,1,0,0,9,0
3319943VK5731G,1,0,0,9,0
3727527VK5732H,1,0,0,4,0
3727525VK5732H,1,0,0,4,0
3727520VK5732H,1,0,0,4,0
3727505VK5732H,1,0,0,4,0
3727502VK5732H,1,0,0,4,0
3631433VK5733B,1,0,0,1,0
2933423VK5723D,1,0,0,2,0
2523967VK5722D,1,0,0,11,0
2523975VK5722D,1,0,0,12,0
2523978VK5722D,1,0,0,11,0
2523980VK5722D,1,0,0,11,0
2523984VK5722D,1,0,0,11,0
8229632VK4782G,1,0,0,18,0
8229633VK4782G,1,0,0,18,0
3434836VK5733C,1,0,0,13,0
3434837VK5733C,1,0,0,13,0
8229618VK4782G,1,0,0,34,0
2625803VK5722F,1,0,0,704,0
3519207VK5731H,1,0,0,5,0
3519209VK5731H,1,0,0,5,0
2430402VK5723A,1,0,0,881,0
2433405VK5723C,1,0,0,981,0
2225752VK5722E,1,0,0,2,0
3727737VK5732F,1,0,0,40,0
8131823VK4783A,1,0,0,157,0
8832950VK4783B,1,0,0,1,0
6365507VK4766E,1,0,0,472,0
7770409VK4777B,1,0,0,2,0
7770406VK4777B,1,0,0,18,0
7769339VK4776H,1,0,0,25,0
7769332VK4776H,1,0,0,7,0
7769314VK4776H,1,0,0,3,0
7970104VK4777B,1,0,0,43,0
7970122VK4777B,1,0,0,20,0
7869416VK4776H,1,0,0,6,0
7869405VK4776H,1,0,0,29,0
7773104VK4777D,5,0,0,78,0
7773107VK4777D,1,0,0,13,0
7773112VK4777D,1,0,0,17,0
7869435VK4776H,1,0,0,32,0
7869438VK4776H,1,0,0,10,0
7871926VK4777B,1,0,0,12,0
7744803VK4774D,1,0,0,25,0
8246106VK4784E,1,0,0,1,0
8246113VK4784E,1,0,0,14,0
8045932VK4784E,1,0,0,19,0
7744822VK4774D,1,0,0,1,0
7744825VK4774D,1,0,0,11,0
7744831VK4774D,1,0,0,18,0
7744833VK4774D,1,0,0,17,0
7744845VK4774D,1,0,0,1,0
7744849VK4774D,1,0,0,11,0
7744853VK4774D,1,0,0,1,0
7744855VK4774D,1,0,0,1,0
7744806VK4774D,1,0,0,19,0
7744818VK4774D,1,0,0,26,0
8648826VK4784H,1,0,0,4,0
8648825VK4784H,1,0,0,4,0
9256919VK4795E,1,0,0,21,0
8648801VK4784H,11,0,0,49,0
8949201VK4784H,13,0,0,63,0
8547205VK4784H,1,0,0,5,0
9256906VK4795E,1,0,0,20,0
9256911VK4795E,1,0,0,23,0
9256912VK4795E,1,0,0,2,0
8547221VK4784H,1,0,0,2,0
8547222VK4784H,1,0,0,13,0
9256928VK4795E,1,0,0,14,0
1578520VK5717H,1,0,0,12,0
1674704VK5715D,1,0,0,35,0
1674705VK5715D,1,0,0,8,0
1874507VK5717D,1,0,0,117,0
1773502VK5717D,1,0,0,57,0
1973411VK5717D,1,0,0,16,0
1973413VK5717D,1,0,0,6,0
9779902VK4797H,1,0,0,9,0
1577101VK5717H,2,0,0,34,0
1779120VK5717H,1,0,0,8,0
1674708VK5715D,1,0,0,140,0
1674718VK5715D,1,0,0,12,0
1578720VK5717H,1,0,0,25,0
1773815VK5717D,1,0,0,40,0
1675506VK5717F,1,0,0,3,0
1675515VK5717F,1,0,0,28,0
1579718VK5717H,1,0,0,7,0
1578533VK5717H,1,0,0,26,0
1578536VK5717H,1,0,0,26,0
1578538VK5717H,1,0,0,26,0
1578540VK5717H,1,0,0,26,0
1578530VK5717H,1,0,0,7,0
1672714VK5717B,1,0,0,51,0
1873409VK5717D,1,0,0,18,0
1774522VK5717D,1,0,0,16,0
1674406VK5717D,1,0,0,18,0
7776312VK4777F,1,0,0,30,0
7679702VK4777H,1,0,0,23,0
8079913VK4787G,1,0,0,25,0
8079901VK4787G,1,0,0,9,0
8179728VK4787G,1,0,0,76,0
7875403VK4777F,1,0,0,11,0
7875401VK4777F,1,0,0,44,0
8278905VK4787G,1,0,0,36,0
8071119VK4787A,1,0,0,3,0
8071136VK4787A,1,0,0,20,0
7877611VK4777F,1,0,0,31,0
7977404VK4777F,1,0,0,28,0
8071102VK4787A,1,0,0,31,0
8070922VK4787A,1,0,0,28,0
8070925VK4787A,1,0,0,8,0
8178818VK4787G,1,0,0,4,0
8177104VK4787E,1,0,0,23,0
7976601VK4777F,1,0,0,22,0
8778417VK4787H,1,0,0,5,0
7475610VK4777E,1,0,0,25,0
8679722VK4787H,1,0,0,32,0
8578607VK4787H,1,0,0,14,0
8073411VK4787C,1,0,0,1,0
8073402VK4787C,1,0,0,14,0
7972916VK4777B,1,0,0,15,0
7778106VK4777H,1,0,0,40,0
7778110VK4777H,1,0,0,7,0
7778117VK4777H,1,0,0,8,0
7778118VK4777H,1,0,0,8,0
7678803VK4777H,1,0,0,24,0
7972908VK4777B,1,0,0,30,0
7877110VK4777F,1,0,0,9,0
7971505VK4777B,1,0,0,42,0
7971529VK4777B,1,0,0,27,0
8172202VK4787A,1,0,0,11,0
8172217VK4787A,1,0,0,57,0
7677802VK4777F,1,0,0,10,0
7978210VK4777H,1,0,0,14,0
8379920VK4787G,1,0,0,24,0
8278923VK4787G,1,0,0,5,0
8179502VK4787G,1,0,0,17,0
8278924VK4787G,1,0,0,36,0
7972904VK4777B,1,0,0,27,0
8172219VK4787A,1,0,0,25,0
7976633VK4777F,1,0,0,23,0
5677213VK4557F,1,0,0,10,0
6074336VK4767C,1,0,0,1,0
6074310VK4767C,1,0,0,15,0
6074708VK4767C,1,0,0,4,0
6074704VK4767C,1,0,0,4,0
6074733VK4767C,1,0,0,2,0
6074729VK4767C,1,0,0,2,0
6171534VK4767A,1,0,0,27,0
6272707VK4767A,1,0,0,31,0
6371914VK4767A,1,0,0,4,0
6371905VK4767A,1,0,0,5,0
6371910VK4767A,1,0,0,5,0
6472806VK4767A,1,0,0,37,0
6472824VK4767A,1,0,0,19,0
6472825VK4767A,1,0,0,37,0
6472828VK4767A,1,0,0,19,0
6472821VK4767A,1,0,0,26,0
6571103VK4767B,1,0,0,6,0
6571111VK4767B,1,0,0,23,0
6671410VK4767B,1,0,0,3,0
6370141VK4767A,1,0,0,21,0
6171549VK4766G,1,0,0,17,0
6076805VK4767E,1,0,0,3,0
6269308VK4767G,1,0,0,20,0
6571116VK4767B,1,0,0,23,0
6571117VK4767B,1,0,0,23,0
6474621VK4767C,1,0,0,15,0
6373503VK4767C,1,0,0,6,0
6573302VK4767D,1,0,0,2,0
6573331VK4767D,1,0,0,2,0
6076809VK4767E,1,0,0,3,0
6076811VK4767E,1,0,0,3,0
6571118VK4767B,1,0,0,18,0
6571122VK4767B,1,0,0,15,0
6573305VK4767D,1,0,0,16,0
6573308VK4767D,1,0,0,2,0
6573311VK4767D,1,0,0,2,0
6573312VK4767D,1,0,0,2,0
6372202VK4767A,1,0,0,2,0
6372209VK4767A,1,0,0,2,0
6372210VK4767A,1,0,0,2,0
6372211VK4767A,1,0,0,2,0
6372221VK4767A,1,0,0,2,0
6372225VK4767A,1,0,0,2,0
6372227VK4767A,1,0,0,2,0
6372219VK4767A,1,0,0,2,0
6075507VK4767E,1,0,0,8,0
6075509VK4767E,1,0,0,8,0
6075511VK4767E,1,0,0,22,0
6075517VK4767E,1,0,0,8,0
6177710VK4767E,1,0,0,1,0
6177714VK4767E,1,0,0,1,0
6177716VK4767E,1,0,0,1,0
6177717VK4767E,1,0,0,1,0
6175416VK4767E,1,0,0,4,0
6175423VK4767E,1,0,0,4,0
6175405VK4767E,1,0,0,4,0
6377827VK4767E,1,0,0,3,0
6377822VK4767E,1,0,0,3,0
6377806VK4767E,1,0,0,3,0
6377818VK4767E,1,0,0,3,0
6474612VK4767C,1,0,0,4,0
6474623VK4767C,1,0,0,3,0
6373519VK4767C,1,0,0,6,0
6373524VK4767C,1,0,0,6,0
6373527VK4767C,1,0,0,22,0
6373508VK4767C,1,0,0,6,0
6573324VK4767D,1,0,0,20,0
6074720VK4767C,1,0,0,29,0
7679706VK4777H,1,0,0,20,0
7679117VK4777H,1,0,0,20,0
7679111VK4777H,1,0,0,20,0
7679110VK4777H,1,0,0,20,0
7679107VK4777H,1,0,0,20,0
6573319VK4767D,1,0,0,2,0
6573332VK4767D,1,0,0,2,0
6573309VK4767D,1,0,0,12,0
6276208VK4767E,1,0,0,19,0
6276218VK4767E,1,0,0,25,0
6171533VK4767A,1,0,0,28,0
9983405VK4798D,0,1,0,88,0
0592430VK5709D,1,0,0,26,0
9889220VK4798H,1,0,0,12,0
9283706VK4798C,0,0,1,0,65
9283708VK4798C,0,0,1,0,106
9790677VK4799B,1,0,0,17,0
9790616VK4799B,1,0,0,25,0
9790693VK4799B,1,0,0,9,0
1680401VK5718B,1,0,0,844,0
2081202VK5728A,1,0,0,43,0
1006426VK5810E,1,0,0,167,0
1008203VK5810G,1,0,0,483,0
0810839VK5800H,1,0,0,21,0
0911101VK5801B,4,0,0,24,0
1208617VK5810G,1,0,0,47,0
1006408VK5810E,1,0,0,85,0
0810825VK5800H,1,0,0,19,0
0810827VK5800H,1,0,0,21,0
1108602VK5810G,0,0,1,0,114
0810832VK5800H,1,0,0,19,0
9803756VK4890D,1,0,0,25,0
9604542VK4890D,1,0,0,36,0
9504640VK4890D,1,0,0,7,0
9504628VK4890D,1,0,0,17,0
9504642VK4890D,1,0,0,7,0
9805218VK4890F,1,0,0,16,0
9508122VK4890G,1,0,0,14,0
9803750VK4890D,1,0,0,22,0
9803741VK4890D,1,0,0,16,0
9803738VK4890D,1,0,0,13,0
9605525VK4890F,1,0,0,39,0
9803504VK4890D,1,0,0,14,0
9803503VK4890D,1,0,0,30,0
9407526VK4890G,1,0,0,12,0
0602103VK5800B,2,0,0,108,0
0705303VK4700F,1,0,0,25,0
0308403VK4700G,1,0,0,76,0
9803519VK4890D,1,0,0,22,0
0705813VK5800F,1,0,0,109,0
98037F2VK4890D,1,0,0,10,0
98037E1VK4890D,1,0,0,1,0
98037E2VK4890D,1,0,0,1,0
98037E3VK4890D,1,0,0,19,0
9804421VK4890D,1,0,0,4,0
9804422VK4890D,1,0,0,4,0
0604508VK5800F,1,0,0,75,0
9705116VK4890D,1,0,0,14,0
9605537VK4890F,1,0,0,13,0
9803795VK4890D,1,0,0,25,0
0499506VK5709G,1,0,0,21,0
0194411VK5709C,1,0,0,22,0
0194412VK5709C,1,0,0,22,0
0498412VK5709G,1,0,0,13,0
0498402VK5709G,1,0,0,15,0
0497201VK5709G,1,0,0,20,0
0198510VK5709G,1,0,0,14,0
0297405VK5709G,1,0,0,27,0
9800614VK4890B,1,0,0,19,0
9800602VK4890B,1,0,0,2,0
9800604VK4890B,1,0,0,2,0
9800609VK4890B,1,0,0,9,0
9800611VK4890B,1,0,0,4,0
9999412VK4799H,1,0,0,3,0
9999419VK4799H,1,0,0,3,0
9999423VK4799H,1,0,0,3,0
9999711VK4799H,1,0,0,18,0
0097808VK5709E,1,0,0,14,0
0096507VK5709E,1,0,0,2,0
0295107VK5709E,1,0,0,11,0
0096819VK5709E,1,0,0,1,0
0096810VK5709E,1,0,0,1,0
0099009VK5709G,1,0,0,14,0
0197712VK5709E,1,0,0,28,0
0499514VK5709G,1,0,0,30,0
0598303VK5709H,1,0,0,18,0
0497815VK5709E,1,0,0,24,0
0297403VK5709G,1,0,0,13,0
0199811VK5709G,1,0,0,18,0
0197317VK5709G,1,0,0,15,0
0197908VK5709E,1,0,0,25,0
0396511VK5709E,1,0,0,17,0
0396512VK5709E,1,0,0,17,0
17308K2VK5813B,0,0,1,0,580
0020712VK4702A,1,0,0,76,0
9618904VK3791H,1,0,0,158,0
9618908VK3791H,1,0,0,145,0
9620820VK3792B,1,0,0,226,0
9621907VK3792B,1,0,0,162,0
9819505VK3791H,1,0,0,376,0
9919707VK3791H,1,0,0,72,0
9316714VK3791E,1,0,0,103,0
8415812VK3781E,1,0,0,18,0
8716612VK3781F,1,0,0,99,0
8616928VK3781F,1,0,0,72,0
9013521VK3791C,1,0,0,28,0
9016908VK3791E,1,0,0,123,0
8916611VK3781F,1,0,0,416,0
8915808VK3781F,1,0,0,174,0
8417901VK3781H,1,0,0,144,0
7721602VK3772B,1,0,0,3,0
8519923VK3781H,1,0,0,13,0
7817909VK3771F,1,0,0,84,0
8320603VK3782A,1,0,0,7,0
7820227VK3772B,1,0,0,124,0
7822202VK3772D,1,0,0,136,0
7822913VK3772B,1,0,0,102,0
7823502VK3772D,1,0,0,148,0
8015808VK3781E,1,0,0,263,0
7618708VK3771H,1,0,0,402,0
9224804VK3792C,1,0,0,383,0
7108102VK3770G,1,0,0,8055,0
6906301VK3760F,0,0,1,0,669
7115622VK3771E,1,0,0,75,0
7209817VK3770G,1,0,0,57,0
7014210VK3771C,1,0,0,28,0
7014211VK3771C,1,0,0,363,0
6701412VK3760B,1,0,0,48,0
6801907VK3760B,1,0,0,49,0
7100720VK3770A,1,0,0,54,0
6903231VK3760D,1,0,0,32,0
6903236VK3760D,1,0,0,24,0
6500608VK3760B,1,0,0,33,0
6601402VK3760B,1,0,0,30,0
8006319VK3780E,1,0,0,226,0
6701201VK3760B,1,0,0,31,0
8210305VK3781A,1,0,0,295,0
5593308VK3659D,1,0,0,74,0
6295406VK3669E,1,0,0,49,0
5689410VK3658H,1,0,0,56,0
5689412VK3658H,1,0,0,13,0
6297418VK3669G,1,0,0,53,0
5689479VK3658H,1,0,0,21,0
5796106VK3659F,1,0,0,68,0
6688501VK3668H,0,0,1,0,191
8206403VK3780E,1,0,0,109,0
9094934VK3699C,0,0,1,0,112
1104103VK4710C,0,0,1,0,177
1397805VK4619E,1,0,0,15,0
0905501VK4700F,1,0,0,296,0
0611707VK4701B,1,0,0,84,0
0506138VK4700F,1,0,0,48,0
0805310VK4700F,1,0,0,43,0
0309511VK4700G,1,0,0,177,0
0206614VK4700E,1,0,0,36,0
9812106VK3791D,1,0,0,39,0
0117601VK4701E,1,0,0,2192,0
0115619VK4701E,1,0,0,110,0
0110513VK4701A,1,0,0,200,0
9810116VK3791B,1,0,0,50,0
9304706VK3790C,1,0,0,18,0
9406923VK3790E,1,0,0,13,0
9407216VK3790G,0,0,1,0,85
0004406VK4700C,1,0,0,51,0
9708502VK3790H,1,0,0,96,0
0009509VK4700G,1,0,0,163,0
0108621VK4700G,1,0,0,66,0
9907214VK3790H,1,0,0,210,0
3001590VK4730A,1,0,0,4,0
37709C1VK4730B,1,0,0,21,0
2704103VK4720D,10,0,0,20,0
2503845VK4720D,10,0,0,20,0
3201817VK4730A,1,0,0,6,0
36001A1VK4730B,1,0,0,10,0
3995517VK4639F,1,0,0,10,0
3699924VK4639H,1,0,0,8,0
3995536VK4639F,1,0,0,2,0
3102976VK4730A,1,0,0,4,0
3102955VK4730A,1,0,0,4,0
3102964VK4730A,1,0,0,8,0
3997726VK4639F,1,0,0,3,0
3997711VK4639F,1,0,0,3,0
3995505VK4639F,1,0,0,10,0
3995514VK4639F,1,0,0,10,0
3995518VK4639F,1,0,0,10,0
3102924VK4730A,1,0,0,4,0
3995560VK4639F,1,0,0,8,0
3899367VK4639H,1,0,0,6,0
3402225VK4730C,1,0,0,4,0
3501326VK4730B,1,0,0,6,0
3501351VK4730B,1,0,0,11,0
3899386VK4639H,1,0,0,9,0
3899391VK4639H,1,0,0,8,0
3999774VK4639H,1,0,0,8,0
37709C0VK4730B,1,0,0,11,0
37709C3VK4730B,1,0,0,8,0
37709A9VK4730B,1,0,0,8,0
3999728VK4639H,1,0,0,8,0
3999717VK4639H,1,0,0,12,0
3600150VK4730B,1,0,0,6,0
28035J7VK4720D,1,0,0,7,0
3501861VK4730B,1,0,0,8,0
4297106VK4649E,14,0,0,70,0
36001C1VK4730B,1,0,0,14,0
36001D7VK4730B,1,0,0,6,0
3201828VK4730A,1,0,0,4,0
3600179VK4730B,1,0,0,10,0
3600185VK4730B,1,0,0,12,0
4294208VK4649C,1,0,0,9,0
30015E1VK4730A,1,0,0,4,0
3005508VK4730E,1,0,0,57,0
4293507VK4649C,1,0,0,2,0
4293540VK4649C,1,0,0,2,0
4293552VK4649C,1,0,0,2,0
3001577VK4730A,1,0,0,8,0
3001586VK4730A,1,0,0,4,0
3001588VK4730A,1,0,0,8,0
3001592VK4730A,1,0,0,8,0
3402269VK4730C,1,0,0,4,0
3999718VK4639H,1,0,0,12,0
3001581VK4730A,1,0,0,9,0
3001593VK4730A,1,0,0,8,0
3997710VK4639F,1,0,0,3,0
3999727VK4639H,1,0,0,6,0
2902964VK4720D,1,0,0,4,0
36001B4VK4730B,1,0,0,8,0
3321204VK4732A,1,0,0,237,0
3422910VK4732A,1,0,0,45,0
3621109VK4732B,1,0,0,97,0
3621110VK4732B,1,0,0,64,0
3520229VK4732B,1,0,0,114,0
3520225VK4732B,1,0,0,508,0
3310712VK4731A,1,0,0,229,0
3409405VK4730G,1,0,0,83,0
3312201VK4731A,1,0,0,229,0
3115214VK4731E,1,0,0,238,0
3209308VK4730G,1,0,0,65,0
3614210VK4731D,1,0,0,161,0
3219506VK4731G,1,0,0,48,0
3518307VK4731H,1,0,0,68,0
3314521VK4731C,1,0,0,66,0
3319828VK4731G,1,0,0,181,0
3415622VK4731E,1,0,0,44,0
3118831VK4731G,1,0,0,81,0
3420808VK4732A,1,0,0,174,0
3515715VK4731F,1,0,0,62,0
3819603VK4731H,1,0,0,50,0
3710741VK4731B,1,0,0,32,0
5506803VK4750F,1,0,0,107,0
4914409VK4741D,1,0,0,44,0
5013608VK4751C,1,0,0,150,0
4811310VK4741B,1,0,0,47,0
3722202VK4732B,1,0,0,118,0
3920815VK4732B,1,0,0,164,0
3525824VK4732F,1,0,0,200,0
3423202VK4732C,1,0,0,359,0
3830824VK4733B,1,0,0,64,0
3722910VK4732D,1,0,0,160,0
3723703VK4732D,1,0,0,91,0
1459513VK4615G,0,0,10,0,582
8884234VK4688D,1,0,0,22,0
7510128VK4771B,0,0,1,0,37
8096513VK4689E,1,0,0,17,0
9840808VK3794B,1,0,0,70,0
9539206VK3793H,1,0,0,51,0
9849430VK3794H,1,0,0,40,0
0040102VK4704A,1,0,0,109,0
9648614VK3794H,1,0,0,42,0
0049805VK4704G,1,0,0,135,0
9736301VK3793F,1,0,0,249,0
9738106VK3793H,1,0,0,144,0
9943006VK3794D,1,0,0,155,0
