parcel_ref,bienes_superficie,bienes_sin_v,bienes_fantasma,m2_recuperados,m2_fantasma
6085002VK4758F,1,0,0,29,0
6085005VK4758F,1,0,0,29,0
6085035VK4758F,1,0,0,46,0
5987313VK4768G,1,0,0,100,0
5484056VK4758D,1,0,0,40,0
6190931VK4769A,1,0,0,27,0
4986628VK4748F,1,0,0,21,0
54840A6VK4758D,1,0,0,24,0
4986621VK4748F,1,0,0,37,0
5783062VK4758D,1,0,0,30,0
6588642VK4768H,1,0,0,43,0
54840B7VK4758D,1,0,0,21,0
54840B8VK4758D,1,0,0,23,0
4593204VK4749D,1,0,0,20,0
4593213VK4749D,1,0,0,16,0
4690309VK4749B,1,0,0,24,0
4691608VK4749B,1,0,0,2,0
5294918VK4759E,1,0,0,5,0
4693313VK4749D,1,0,0,170,0
4693316VK4749D,1,0,0,28,0
4695207VK4749F,1,0,0,22,0
4695212VK4749F,1,0,0,25,0
4989607VK4748H,1,0,0,24,0
4990420VK4749B,1,0,0,4,0
4194609VK4749C,1,0,0,27,0
4789405VK4749B,1,0,0,9,0
4789409VK4749B,1,0,0,54,0
4791904VK4749B,2,0,0,30,0
5389322VK4758G,1,0,0,39,0
4798817VK4749H,1,0,0,11,0
5189309VK4758G,1,0,0,13,0
4799604VK4749H,1,0,0,23,0
5190309VK4759A,1,0,0,67,0
5193603VK4759C,1,0,0,3,0
4889211VK4748H,1,0,0,15,0
4893110VK4749D,1,0,0,6,0
4893111VK4749D,1,0,0,6,0
4893114VK4749D,1,0,0,6,0
5199203VK4759G,1,0,0,20,0
4592101VK4749B,1,0,0,22,0
4893137VK4749D,1,0,0,6,0
4592108VK4749B,1,0,0,16,0
4592110VK4749B,1,0,0,17,0
4592709VK4749D,1,0,0,6,0
4592715VK4749D,1,0,0,73,0
5289208VK4758G,1,0,0,34,0
6600804VK4860B,1,0,0,177,0
4394112VK4749C,1,0,0,33,0
4592136VK4749B,1,0,0,19,0
5198315VK4759G,1,0,0,3,0
4799108VK4749H,1,0,0,21,0
4992568VK4749D,1,0,0,8,0
5099904VK4759G,1,0,0,31,0
5193608VK4759C,1,0,0,3,0
4001502VK4840A,1,0,0,24,0
4001004VK4840A,1,0,0,7,0
4901207VK4840B,1,0,0,22,0
4001011VK4840A,1,0,0,21,0
3900918VK4830B,1,0,0,23,0
3900906VK4830B,1,0,0,10,0
4200039VK4840C,1,0,0,12,0
5707303VK4850H,1,0,0,85,0
3999207VK4739H,1,0,0,23,0
3999211VK4739H,1,0,0,23,0
4200014VK4840C,1,0,0,21,0
5808001VK4850H,1,0,0,102,0
4802117VK4840B,1,0,0,14,0
4807007VK4840H,2,0,0,99,0
5001109VK4850A,1,0,0,4,0
5002101VK4850A,1,0,0,14,0
5002314VK4850C,1,0,0,1,0
5608019VK4850H,1,0,0,133,0
5608021VK4850H,1,0,0,246,0
5610037VK4851A,1,0,0,129,0
4900313VK4840B,1,0,0,2,0
4210710VK4841A,1,0,0,17,0
4309313VK4840G,1,0,0,4,0
3812715VK4831D,1,0,0,4,0
3812716VK4831D,1,0,0,4,0
3804602VK4830D,1,0,0,32,0
3804611VK4830D,1,0,0,4,0
3904513VK4830D,1,0,0,21,0
4005213VK4840E,1,0,0,10,0
4005220VK4840E,1,0,0,30,0
3803904VK4830D,1,0,0,21,0
3903505VK4830D,1,0,0,68,0
4110401VK4841A,1,0,0,17,0
6319503VK4861G,1,0,0,16,0
6319507VK4861G,1,0,0,19,0
6319509VK4861G,1,0,0,19,0
4021403VK4842A,0,0,1,0,74
6517105VK4861F,2,0,0,103,0
6517116VK4861F,1,0,0,94,0
6515501VK4861F,1,0,0,14,0
6543902VK4864D,1,0,0,40,0
6543904VK4864D,1,0,0,34,0
6812702VK4861B,1,0,0,17,0
6812704VK4861B,1,0,0,18,0
6813712VK4861D,1,0,0,19,0
6540311VK4864B,1,0,0,110,0
6440305VK4864A,1,0,0,31,0
6440307VK4864A,1,0,0,94,0
6440311VK4864A,1,0,0,56,0
6540315VK4864B,1,0,0,33,0
6340702VK4863G,1,0,0,56,0
6910302VK4861B,1,0,0,12,0
6910305VK4861B,1,0,0,19,0
6809413VK4861B,1,0,0,10,0
6419015VK4861G,1,0,0,54,0
6516203VK4861F,1,0,0,38,0
6514410VK4861D,1,0,0,1,0
6713907VK4861D,1,0,0,8,0
6418914VK4861G,1,0,0,19,0
6810220VK4860H,1,0,0,18,0
6810239VK4860H,1,0,0,19,0
6809401VK4861B,1,0,0,21,0
6615706VK4861F,1,0,0,53,0
6712919VK4861B,1,0,0,6,0
6913954VK4861D,1,0,0,4,0
6214624VK4861C,1,0,0,5,0
6910311VK4861B,1,0,0,55,0
6515919VK4861F,1,0,0,16,0
6315412VK4861E,1,0,0,17,0
5345801VK4854E,21,0,0,574,0
6913812VK4861D,1,0,0,23,0
6315402VK4861E,1,0,0,16,0
6115546VK4861E,1,0,0,1,0
6418929VK4861G,1,0,0,8,0
6812720VK4861B,1,0,0,36,0
6517127VK4861F,1,0,0,27,0
6214631VK4861C,1,0,0,17,0
6316616VK4861E,1,0,0,4,0
6515307VK4861F,1,0,0,33,0
6913703VK4861D,1,0,0,35,0
6809505VK4860H,1,0,0,6,0
6810248VK4860H,1,0,0,14,0
6614421VK4861F,1,0,0,14,0
6812113VK4861B,1,0,0,41,0
6813920VK4861D,1,0,0,38,0
6615711VK4861F,1,0,0,16,0
6316618VK4861E,1,0,0,16,0
6316620VK4861E,1,0,0,37,0
6913702VK4861D,1,0,0,41,0
6418920VK4861G,1,0,0,21,0
6415903VK4861E,1,0,0,22,0
6139606VK4861G,1,0,0,21,0
6219103VK4861G,1,0,0,30,0
6219108VK4861G,1,0,0,30,0
7011108VK4871A,1,0,0,16,0
6913938VK4861B,1,0,0,17,0
6909116VK4860H,1,0,0,4,0
6913964VK4861D,1,0,0,9,0
6908604VK4870G,1,0,0,3,0
6908605VK4870G,1,0,0,17,0
6908607VK4870G,1,0,0,3,0
6908608VK4870G,1,0,0,2,0
6012402VK4861C,0,0,1,0,462
6514305VK4861D,1,0,0,8,0
6215505VK4861E,1,0,0,4,0
6319516VK4861G,1,0,0,13,0
6320622VK4862A,1,0,0,14,0
6320623VK4862A,1,0,0,15,0
6320634VK4862A,1,0,0,15,0
6320618VK4862A,1,0,0,17,0
6320613VK4862A,1,0,0,15,0
6320611VK4862A,1,0,0,24,0
6320606VK4862A,1,0,0,18,0
6320604VK4862A,1,0,0,15,0
6220904VK4862A,1,0,0,18,0
6220911VK4862A,1,0,0,21,0
6220918VK4862A,1,0,0,2,0
6220924VK4862A,1,0,0,8,0
6419017VK4861G,1,0,0,45,0
6517125VK4861H,1,0,0,26,0
6516204VK4861F,1,0,0,23,0
6317826VK4861E,1,0,0,12,0
6216803VK4861E,1,0,0,2,0
6517106VK4861F,1,0,0,23,0
7011129VK4871A,1,0,0,9,0
7011132VK4871A,1,0,0,18,0
9464232VK3696C,1,0,0,40,0
9464705VK3696C,1,0,0,65,0
9967108VK3696F,1,0,0,68,0
1047501VK4614G,0,0,1,0,324
0066905VK4606E,1,0,0,41,0
9562510VK3696D,1,0,0,1,0
1871407VK4617B,1,0,0,109,0
0984601VK4608D,0,0,1,0,78
0177648VK5607G,1,0,0,4,0
0276940VK5607E,1,0,0,2,0
0276941VK5607E,1,0,0,2,0
0276943VK5607E,1,0,0,2,0
0276946VK5607E,1,0,0,2,0
0276950VK5607E,1,0,0,2,0
0276952VK5607E,1,0,0,2,0
0276935VK5607E,1,0,0,2,0
8683912VK4688D,1,0,0,25,0
7786206VK4678F,5,0,0,101,0
0276977VK5607E,1,0,0,1,0
8096502VK4689E,1,0,0,12,0
7685907VK4678F,1,0,0,27,0
7402902VK4770A,1,0,0,66,0
7003713VK4770C,1,0,0,96,0
7795101VK4679F,0,0,1,0,94
6301937VK4760A,1,0,0,48,0
8884218VK4688D,1,0,0,25,0
7893103VK4679D,0,0,1,0,4354
8198837VK4689G,1,0,0,32,0
0582321VK5608D,1,0,0,5,0
9278639VK4697G,1,0,0,19,0
8983923VK4688D,1,0,0,44,0
0582319VK5608D,1,0,0,25,0
9379931VK4697G,1,0,0,34,0
9379930VK4697G,1,0,0,25,0
0077122VK5607E,1,0,0,15,0
0077123VK5607E,1,0,0,21,0
8683948VK4688D,1,0,0,16,0
8683950VK4688D,1,0,0,22,0
8683952VK4688D,1,0,0,19,0
8683927VK4688D,1,0,0,25,0
8683931VK4688D,1,0,0,32,0
8683940VK4688D,1,0,0,19,0
9976738VK4697F,1,0,0,19,0
8096514VK4689E,1,0,0,18,0
0276961VK5607E,1,0,0,2,0
0177638VK5607G,1,0,0,3,0
0077129VK5607E,1,0,0,7,0
7786249VK4678F,1,0,0,14,0
7802911VK4770B,1,0,0,119,0
0480404VK5608A,1,0,0,29,0
0483209VK5608C,1,0,0,29,0
7685928VK4678F,1,0,0,21,0
7685929VK4678F,1,0,0,25,0
8299531VK4689G,1,0,0,23,0
8299533VK4689G,1,0,0,24,0
8299535VK4689G,1,0,0,18,0
8096104VK4689E,1,0,0,7,0
8096108VK4689E,1,0,0,7,0
0177631VK5607G,1,0,0,4,0
0177629VK5607G,1,0,0,5,0
0177627VK5607G,1,0,0,4,0
0379548VK5607G,1,0,0,30,0
0177651VK5607G,1,0,0,4,0
0177650VK5607G,1,0,0,4,0
0177619VK5607G,1,0,0,3,0
0379509VK5607G,1,0,0,5,0
0379518VK5607G,1,0,0,5,0
0379525VK5607G,1,0,0,5,0
0379535VK5607G,1,0,0,5,0
0276919VK5607E,1,0,0,29,0
8299510VK4689G,1,0,0,22,0
0276924VK5607E,1,0,0,2,0
9976727VK4697F,1,0,0,2,0
9976728VK4697F,1,0,0,2,0
9976733VK4697F,1,0,0,25,0
2225770VK5722E,1,0,0,3,0
8428301VK4782G,1,0,0,15,0
8229605VK4782G,1,0,0,8,0
7929706VK4772H,1,0,0,7,0
8730201VK4783B,1,0,0,23,0
8926501VK4782F,1,0,0,10,0
8828919VK4782H,1,0,0,39,0
7929505VK4772H,1,0,0,237,0
3434822VK5733C,1,0,0,2,0
3434827VK5733C,1,0,0,2,0
3724605VK5732D,1,0,0,6,0
3724608VK5732D,1,0,0,6,0
3724609VK5732D,1,0,0,6,0
3724615VK5732D,1,0,0,6,0
3724630VK5732D,1,0,0,6,0
3724644VK5732D,1,0,0,6,0
3621932VK5732B,1,0,0,6,0
3621928VK5732B,1,0,0,6,0
3621924VK5732B,1,0,0,6,0
3621921VK5732B,1,0,0,6,0
3621917VK5732B,1,0,0,6,0
3621915VK5732B,1,0,0,6,0
3621911VK5732B,1,0,0,6,0
3727727VK5732F,1,0,0,39,0
3727703VK5732F,1,0,0,40,0
2825105VK5722F,4,0,0,60,0
3519216VK5731H,1,0,0,5,0
3519218VK5731H,1,0,0,5,0
3519219VK5731H,1,0,0,5,0
3519222VK5731H,1,0,0,5,0
3519231VK5731H,1,0,0,5,0
3519233VK5731H,1,0,0,5,0
3219607VK5731G,1,0,0,9,0
3219611VK5731G,1,0,0,9,0
3219632VK5731G,1,0,0,9,0
2622656VK5722D,1,0,0,5,0
2622658VK5722D,1,0,0,5,0
2622632VK5722D,1,0,0,5,0
2622613VK5722D,1,0,0,5,0
3319915VK5731G,1,0,0,9,0
3319918VK5731G,1,0,0,9,0
3725505VK5732F,1,0,0,9,0
3725507VK5732F,1,0,0,9,0
3725509VK5732F,1,0,0,9,0
3725514VK5732F,1,0,0,9,0
3725518VK5732F,1,0,0,9,0
3725524VK5732F,1,0,0,9,0
3725525VK5732F,1,0,0,9,0
3725540VK5732F,1,0,0,9,0
3319935VK5731G,1,0,0,9,0
3319942VK5731G,1,0,0,9,0
3727530VK5732H,1,0,0,4,0
3727517VK5732H,1,0,0,4,0
3727509VK5732H,1,0,0,4,0
3727506VK5732H,1,0,0,4,0
3631440VK5733B,1,0,0,1,0
3727744VK5732F,1,0,0,41,0
9623603VK4792D,0,0,1,0,396
2625801VK5722F,1,0,0,997,0
2830204VK5723B,2,0,0,16,0
3132301VK5733C,1,0,0,801,0
2225754VK5722E,1,0,0,2,0
7871924VK4777B,1,0,0,25,0
7871923VK4777B,1,0,0,25,0
7970131VK4777B,1,0,0,12,0
7769312VK4776H,1,0,0,19,0
7769320VK4776H,1,0,0,25,0
7769321VK4776H,1,0,0,5,0
7069916VK4776G,1,0,0,37,0
7970117VK4777B,1,0,0,26,0
7970124VK4777B,1,0,0,25,0
7768512VK4776H,1,0,0,37,0
7768517VK4776H,1,0,0,36,0
7869410VK4776H,1,0,0,21,0
7869429VK4776H,1,0,0,41,0
7869425VK4776H,1,0,0,32,0
6968504VK4767H,0,0,1,0,136
6868408VK4767H,1,0,0,195,0
6960942VK4766B,1,0,0,7,0
7773106VK4777D,1,0,0,13,0
6067606VK4766E,1,0,0,383,0
6968523VK4767H,1,0,0,199,0
7550216VK4775B,0,0,1,0,80
7249213VK4774G,0,0,1,0,82
8153101VK4785C,0,0,1,0,83
8045908VK4784E,1,0,0,63,0
8045909VK4784E,1,0,0,63,0
8246107VK4784E,1,0,0,1,0
8246109VK4784E,1,0,0,1,0
8045930VK4784E,1,0,0,5,0
7744827VK4774D,1,0,0,1,0
7744834VK4774D,1,0,0,17,0
7744835VK4774D,1,0,0,17,0
7744837VK4774D,1,0,0,1,0
7744839VK4774D,1,0,0,21,0
7744846VK4774D,1,0,0,1,0
7744847VK4774D,1,0,0,17,0
7744851VK4774D,1,0,0,1,0
7744857VK4774D,1,0,0,1,0
7744814VK4774D,1,0,0,10,0
7744821VK4774D,1,0,0,2,0
7744859VK4774D,1,0,0,14,0
8648802VK4784H,1,0,0,6,0
8547211VK4784H,1,0,0,5,0
9256902VK4795E,1,0,0,2,0
9256913VK4795E,1,0,0,10,0
8648805VK4784H,1,0,0,4,0
8648808VK4784H,1,0,0,4,0
8648811VK4784H,1,0,0,23,0
8748504VK4784H,1,0,0,9,0
2074412VK5727C,1,0,0,2,0
1874511VK5717D,1,0,0,9,0
2073403VK5727C,1,0,0,83,0
2077915VK5727G,1,0,0,161,0
1773818VK5717D,1,0,0,27,0
1773820VK5717D,1,0,0,29,0
1578541VK5717H,1,0,0,19,0
1578542VK5717H,1,0,0,21,0
1879118VK5717H,1,0,0,11,0
1779109VK5717H,1,0,0,8,0
1779113VK5717H,1,0,0,8,0
1779116VK5717H,1,0,0,8,0
1674720VK5715D,1,0,0,10,0
1674707VK5715D,1,0,0,35,0
1773811VK5717D,1,0,0,40,0
1675513VK5717F,1,0,0,29,0
1675520VK5717F,1,0,0,18,0
1578534VK5717H,1,0,0,26,0
1578537VK5717H,1,0,0,26,0
1578529VK5717H,1,0,0,7,0
1873410VK5717D,1,0,0,2,0
1873412VK5717D,1,0,0,25,0
1873414VK5717D,1,0,0,5,0
1873417VK5717D,1,0,0,38,0
1676517VK5717F,1,0,0,38,0
1873826VK5717D,1,0,0,39,0
7878115VK4777H,1,0,0,15,0
7878110VK4777H,1,0,0,49,0
8079912VK4787G,1,0,0,4,0
8079301VK4787G,1,0,0,24,0
8172227VK4787A,1,0,0,5,0
8171901VK4787A,1,0,0,4,0
8171905VK4787A,1,0,0,4,0
8179507VK4787G,1,0,0,29,0
8379916VK4787G,1,0,0,41,0
8278912VK4787G,1,0,0,7,0
8078504VK4787G,1,0,0,21,0
7978203VK4777H,1,0,0,1,0
7878905VK4777H,1,0,0,12,0
7878912VK4777H,1,0,0,49,0
8071121VK4787A,1,0,0,192,0
7877625VK4777F,1,0,0,32,0
7877626VK4777F,1,0,0,18,0
8077408VK4787G,1,0,0,15,0
8170501VK4787A,1,0,0,27,0
8170508VK4787A,1,0,0,10,0
8077401VK4787G,1,0,0,10,0
8070902VK4787A,1,0,0,20,0
8276907VK4787E,4,0,0,99,0
8276909VK4787E,1,0,0,19,0
7876115VK4777F,1,0,0,24,0
8375402VK4787E,1,0,0,147,0
8073706VK4787C,1,0,0,16,0
7972927VK4777B,1,0,0,35,0
7678807VK4777H,0,0,1,0,83
7972933VK4777B,1,0,0,25,0
7972906VK4777B,1,0,0,33,0
7877108VK4777F,1,0,0,23,0
7877116VK4777F,1,0,0,15,0
7778125VK4777H,1,0,0,25,0
8170515VK4787A,1,0,0,23,0
8170520VK4787A,1,0,0,23,0
8578302VK4787H,1,0,0,19,0
8578314VK4787H,1,0,0,9,0
8179708VK4787G,1,0,0,13,0
7976632VK4777F,1,0,0,22,0
7972914VK4777B,1,0,0,20,0
8172211VK4787A,1,0,0,24,0
8170716VK4787A,1,0,0,7,0
5677219VK4557F,0,0,1,0,245
6074323VK4767C,1,0,0,15,0
6074311VK4767C,1,0,0,15,0
6074716VK4767C,1,0,0,76,0
6074709VK4767C,1,0,0,4,0
6074703VK4767C,1,0,0,11,0
6074734VK4767C,1,0,0,2,0
6074726VK4767C,1,0,0,2,0
6074314VK4767C,1,0,0,15,0
6171508VK4767A,1,0,0,22,0
6171503VK4767A,1,0,0,34,0
6171515VK4767A,1,0,0,32,0
6171521VK4767A,1,0,0,23,0
6171524VK4767A,1,0,0,26,0
6272708VK4767A,1,0,0,27,0
6272711VK4767A,1,0,0,16,0
6472827VK4767A,1,0,0,19,0
6472830VK4767A,1,0,0,29,0
6472814VK4767A,1,0,0,16,0
6472822VK4767A,1,0,0,16,0
6671413VK4767B,1,0,0,33,0
6076807VK4767E,1,0,0,3,0
6269312VK4767G,1,0,0,19,0
6370144VK4767A,1,0,0,19,0
6370145VK4767A,1,0,0,21,0
6370116VK4767A,1,0,0,50,0
6373530VK4767C,1,0,0,6,0
6076808VK4767E,1,0,0,19,0
6571123VK4767B,1,0,0,3,0
6269307VK4766G,1,0,0,13,0
6269305VK4766G,1,0,0,16,0
6171537VK4767A,1,0,0,23,0
6573316VK4767D,1,0,0,14,0
6474604VK4767C,1,0,0,3,0
6372214VK4767A,1,0,0,2,0
6372215VK4767A,1,0,0,2,0
6372220VK4767A,1,0,0,2,0
6075516VK4767E,1,0,0,8,0
6370512VK4767A,1,0,0,14,0
6472414VK4767C,1,0,0,20,0
6472420VK4767C,1,0,0,20,0
6177715VK4767E,1,0,0,1,0
6175421VK4767E,1,0,0,4,0
6175404VK4767E,1,0,0,4,0
6177705VK4767E,1,0,0,5,0
6377829VK4767E,1,0,0,3,0
6377811VK4767E,1,0,0,3,0
6474622VK4767C,1,0,0,3,0
6474616VK4767C,1,0,0,4,0
6373514VK4767C,1,0,0,6,0
6373517VK4767C,1,0,0,6,0
6373520VK4767C,1,0,0,6,0
6177709VK4767E,1,0,0,5,0
6573326VK4767D,1,0,0,2,0
6371917VK4767A,1,0,0,5,0
6671430VK4767B,1,0,0,39,0
7679108VK4777H,1,0,0,20,0
6171513VK4767A,1,0,0,51,0
6276210VK4767E,1,0,0,11,0
6269304VK4766G,1,0,0,16,0
6671432VK4767B,1,0,0,16,0
9790605VK4799B,1,0,0,26,0
0592403VK5709D,1,0,0,26,0
9790681VK4799B,1,0,0,31,0
9790685VK4799B,1,0,0,26,0
9790688VK4799B,1,0,0,12,0
0291961VK5709A,1,0,0,22,0
0291920VK5709A,1,0,0,65,0
0992301VK5709D,1,0,0,30,0
0494903VK5709C,0,0,1,0,9154
9790699VK4799B,1,0,0,24,0
1207228VK5810E,0,1,0,190,0
1006425VK5810E,1,0,0,102,0
1004209VK5810C,1,0,0,42,0
1108207VK5810G,1,0,0,27,0
1307809VK5810E,1,0,0,17,0
0800302VK5800B,1,0,0,28,0
1105701VK5810E,1,0,0,56,0
0906304VK5800F,1,0,0,103,0
0905611VK5800F,1,0,0,166,0
0810831VK5800H,1,0,0,19,0
1206521VK5810E,1,0,0,21,0
28900M00300092,1,0,0,84,0
28900M00300093,1,0,0,45,0
28900M00300099,1,0,0,188,0
28900M00300183,1,0,0,155,0
28900M00300185,1,0,0,40,0
28900M00300190,0,0,1,0,197
28900M00300217,1,0,0,24,0
28900M00300396,1,0,0,23,0
28900M00300397,1,0,0,54,0
9804417VK4890D,1,0,0,1,0
9604514VK4890D,1,0,0,7,0
9504630VK4890D,1,0,0,18,0
9504634VK4890D,1,0,0,17,0
9504636VK4890D,1,0,0,15,0
9504644VK4890D,1,0,0,6,0
9508121VK4890G,1,0,0,1,0
9805224VK4890F,1,0,0,37,0
9705111VK4890D,1,0,0,9,0
9605512VK4890F,1,0,0,49,0
9605514VK4890F,1,0,0,56,0
9803735VK4890D,1,0,0,42,0
9608715VK4890H,1,0,0,14,0
9407439VK4890E,1,0,0,27,0
9805230VK4890F,1,0,0,39,0
9504621VK4890D,1,0,0,17,0
9805241VK4890F,1,0,0,16,0
9604544VK4890D,1,0,0,2,0
9608728VK4890H,1,0,0,2,0
98037E9VK4890D,1,0,0,9,0
98037E4VK4890D,1,0,0,1,0
98037E8VK4890D,1,0,0,2,0
9706206VK4890F,1,0,0,1,0
9706209VK4890F,1,0,0,1,0
9706212VK4890F,1,0,0,1,0
9803511VK4890D,1,0,0,6,0
9805214VK4890F,1,0,0,23,0
9708226VK4890H,1,0,0,9,0
9708911VK4890H,1,0,0,10,0
9604552VK4890D,1,0,0,16,0
9407449VK4890G,20,0,0,62,0
9803785VK4890D,1,0,0,18,0
9803786VK4890D,1,0,0,18,0
9605538VK4890F,1,0,0,21,0
0498710VK5709G,1,0,0,17,0
0194405VK5709C,1,0,0,22,0
0396508VK5709E,1,0,0,36,0
0396501VK5709E,1,0,0,19,0
0396502VK5709E,1,0,0,21,0
0598305VK5709H,1,0,0,17,0
0197711VK5709E,1,0,0,14,0
0197702VK5709E,1,0,0,18,0
0197903VK5709E,1,0,0,31,0
0299908VK5709G,1,0,0,14,0
0499105VK5709G,1,0,0,1,0
0499107VK5709G,1,0,0,23,0
0297602VK5709E,1,0,0,16,0
0398309VK5709G,1,0,0,15,0
9800615VK4890B,1,0,0,19,0
9800606VK4890B,1,0,0,2,0
0599208VK5709H,1,0,0,21,0
0599209VK5709H,1,0,0,20,0
0194401VK5709C,1,0,0,2,0
0497827VK5709E,1,0,0,24,0
0399612VK5709G,1,0,0,23,0
0199807VK5709G,1,0,0,28,0
0199809VK5709G,1,0,0,18,0
0198513VK5709G,1,0,0,20,0
0197907VK5709E,1,0,0,3,0
0498713VK5709G,1,0,0,30,0
7329403VK4872G,0,0,1,0,7507
7332101VK4873A,1,0,0,597,0
8124701VK4882C,1,0,0,601,0
7819901VK4871H,1,0,0,4672,0
9619106VK3791H,1,0,0,201,0
9619923VK3791H,0,0,1,0,203
9621108VK3792B,1,0,0,65,0
9621921VK3792B,1,0,0,56,0
9717406VK3791H,1,0,0,40,0
9720404VK3792B,1,0,0,138,0
8415910VK3781E,1,0,0,36,0
8214503VK3781C,1,0,0,384,0
8414309VK3781C,1,0,0,30,0
9020402VK3792A,1,0,0,855,0
9222101VK3792A,1,0,0,1502,0
9114433VK3791C,1,0,0,391,0
9215147VK3791E,4,0,0,8,0
8021308VK3782A,1,0,0,63,0
8619707VK3781H,1,0,0,80,0
8219519VK3781G,1,0,0,90,0
8417904VK3781H,1,0,0,38,0
8419326VK3781G,1,0,0,47,0
8419510VK3781G,1,0,0,101,0
7719510VK3771H,1,0,0,58,0
7920513VK3772B,1,0,0,118,0
8518125VK3781H,1,0,0,46,0
8319609VK3781G,1,0,0,54,0
7816202VK3771F,0,0,1,0,107
8320210VK3782A,1,0,0,9,0
7820225VK3772B,1,0,0,112,0
7822908VK3772B,1,0,0,30,0
7823107VK3772D,1,0,0,130,0
7622502VK3772D,1,0,0,74,0
9022817VK3792A,1,0,0,635,0
8519911VK3781H,1,0,0,81,0
6808607VK3760H,1,0,0,25,0
7411602VK3771B,1,0,0,195,0
7415306VK3771E,1,0,0,113,0
7115624VK3771E,1,0,0,79,0
7010101VK3771A,1,0,0,122,0
7613404VK3771D,1,0,0,178,0
7011703VK3771A,1,0,0,97,0
7012703VK3771A,1,0,0,151,0
7214215VK3771C,1,0,0,147,0
7014209VK3771C,1,0,0,144,0
7110415VK3771A,1,0,0,159,0
6800502VK3760B,1,0,0,6,0
6896301VK3669F,1,0,0,56,0
6499801VK3669G,0,0,1,0,1303
7811904VK3771B,0,0,1,0,306
7005601VK3770E,1,0,0,33,0
8210314VK3781A,1,0,0,85,0
5596610VK3659F,1,0,0,17,0
5689409VK3658H,1,0,0,40,0
5689477VK3658H,1,0,0,44,0
5890212VK3659B,1,0,0,60,0
5893901VK3659D,1,0,0,1380,0
6594815VK3669D,1,0,0,53,0
6596712VK3669F,1,0,0,160,0
6092903VK3669A,1,0,0,94,0
6092914VK3669A,1,0,0,45,0
6693814VK3669D,0,0,1,0,148
6693819VK3669D,1,0,0,181,0
6096357VK3669E,0,2,0,110,0
6192109VK3669A,1,0,0,132,0
5594917VK3659D,1,0,0,110,0
8206413VK3780E,1,0,0,124,0
1590806VK4619B,0,0,1,0,315
0410823VK4701A,1,0,0,58,0
0207904VK4700E,1,0,0,57,0
0805309VK4700F,1,0,0,46,0
0909803VK4700H,1,0,0,240,0
0804103VK4700D,1,0,0,218,0
0209401VK4700G,1,0,0,152,0
0410809VK4701A,1,0,0,44,0
0508334VK4700H,1,0,0,147,0
0208932VK4700G,1,0,0,54,0
9811705VK3791B,1,0,0,30,0
0612111VK4701B,1,0,0,227,0
0211706VK4701A,1,0,0,116,0
9503404VK3790D,1,0,0,131,0
9708528VK3790H,1,0,0,103,0
0009510VK4700G,1,0,0,80,0
0008402VK4700G,1,0,0,109,0
9905515VK3790F,1,0,0,48,0
9904516VK3790D,1,0,0,89,0
0008903VK4700G,1,0,0,8,0
9805602VK3790F,1,0,0,48,0
32018B0VK4730A,1,0,0,8,0
3995511VK4639F,1,0,0,10,0
3997708VK4639F,1,0,0,3,0
3997722VK4639F,1,0,0,3,0
3995535VK4639F,1,0,0,2,0
3995515VK4639F,1,0,0,10,0
3102930VK4730A,1,0,0,16,0
34022A8VK4730C,1,0,0,4,0
3995562VK4639F,1,0,0,8,0
3995563VK4639F,1,0,0,8,0
3995564VK4639F,1,0,0,8,0
3402274VK4730C,1,0,0,4,0
3899318VK4639H,1,0,0,7,0
3501349VK4730B,1,0,0,6,0
2503846VK4720D,10,0,0,20,0
2503844VK4720D,10,0,0,20,0
3770948VK4730B,1,0,0,8,0
3770959VK4730B,1,0,0,5,0
3999770VK4639H,1,0,0,8,0
3999757VK4639H,1,0,0,12,0
37709C2VK4730B,1,0,0,8,0
3999720VK4639H,1,0,0,8,0
3501844VK4730B,1,0,0,5,0
3501839VK4730B,1,0,0,7,0
3600140VK4730B,1,0,0,6,0
28035E3VK4720D,1,0,0,9,0
36001C9VK4730B,1,0,0,6,0
36001E2VK4730B,1,0,0,10,0
2902961VK4720D,1,0,0,7,0
36001A4VK4730B,1,0,0,10,0
3600173VK4730B,1,0,0,8,0
3600186VK4730B,1,0,0,14,0
3600184VK4730B,1,0,0,10,0
4294212VK4649C,1,0,0,10,0
4294216VK4649C,1,0,0,9,0
4294217VK4649C,1,0,0,9,0
4294218VK4649C,1,0,0,9,0
4294223VK4649C,1,0,0,9,0
4293503VK4649C,1,0,0,14,0
30015C7VK4730A,1,0,0,4,0
4293511VK4649C,1,0,0,10,0
4293545VK4649C,1,0,0,2,0
4293546VK4649C,1,0,0,2,0
4293533VK4649C,1,0,0,2,0
4293537VK4649C,1,0,0,2,0
4093153VK4649C,1,0,0,7,0
3001575VK4730A,1,0,0,4,0
3995506VK4639F,1,0,0,10,0
3995520VK4639F,1,0,0,10,0
30015D2VK4730A,1,0,0,4,0
3102941VK4730A,1,0,0,8,0
3606115VK4730F,1,0,0,43,0
3421302VK4732A,1,0,0,43,0
3222601VK4732C,6,0,0,25,0
3522109VK4732B,1,0,0,66,0
3212107VK4731A,1,0,0,125,0
3621112VK4732B,1,0,0,183,0
3520214VK4732B,0,0,6,0,126
3619906VK4731H,1,0,0,130,0
3311115VK4731A,0,0,1,0,274
3210716VK4731A,1,0,0,71,0
